PC1,PC2,PC3,PC4,PC5,country
-19815.12801777891,-1651.1247204294368,38.42493030722047,-0.1923114871047772,-13.395274115590373,Afghanistan
-11338.938991845474,1493.4690276449385,-28.18216338774557,-14.07021430064683,-7.859092151670916,Albania
-8926.352589162325,3264.6841016739827,-11.916112878753388,-16.80418100952845,12.238446235950756,Algeria
-14652.465936549772,-867.7952695618256,59.558399893167525,40.49253800630085,24.13870115356368,Angola
896.1420320178046,1898.4781514341162,-29.133957042919697,0.5076631217561903,-7.630102731584691,Antigua and Barbuda
-699.6993063414274,3004.511711445015,-7.600719210838375,-45.23877400300353,10.021004216693372,Argentina
-14283.944388471598,-92.96722413572591,-27.464114500927128,-19.23346335599747,-6.6211493754454445,Armenia
44372.70251424711,-11635.452718780225,10.79272351667391,-43.72047744130501,-3.0686406377845175,Australia
42246.342148552445,-6765.258442554379,-1.6951762677655011,-6.953137488190314,-2.0811470556228064,Austria
-5725.513088616057,4391.181822690321,2.762031114427874,-10.144996997914326,23.355738380342675,Azerbaijan
14510.864808514512,-6973.907023510697,-13.229163760806271,-12.961383908384777,-4.06593560281443,Bahamas
22723.27334312446,10833.039295348342,-6.786552956752099,3.1256091813573463,2.696198492713148,Bahrain
-19071.076155436425,-1229.949788631765,3.433753269817551,-26.62175327017618,3.247563340092409,Bangladesh
744.735253645207,-3473.405704313133,-25.806733023802924,-6.530344350270622,-2.760275639739156,Barbados
-5449.620911632077,4390.4995315828555,-38.227051164042805,6.424995368492505,0.5836102709843431,Belarus
39002.927563985235,-6390.86336607268,-16.351634964870385,28.014887851425804,-0.2914126122617044,Belgium
-12657.029818511675,-96.34409420612945,-37.07482535097368,13.758128568491538,4.646054870621667,Belize
-19521.704558054444,-1655.858611511175,55.05272384326921,10.202677464650016,-6.5093313241347355,Benin
-15201.820427240851,470.524185452808,-16.235398011318196,20.232177901114582,-9.506398830094376,Bhutan
-16073.223936552276,-77.90392168602294,-4.355465124205822,-3.6669193215705245,11.112021980807748,Bolivia
-11134.355848721481,971.315923645128,-38.78653263648638,-14.11006336152287,-9.724076307331703,Bosnia and Herzegovina
-7337.422760833981,2165.881859528163,8.425141375099116,10.19845606943792,-1.4633001107153405,Botswana
-3133.8296800588455,-534.5722783458324,-5.494489198004037,-49.36453177080988,2.7569236154394092,Brazil
61458.5742089251,27355.235837839253,49.71015452433912,-26.149547517514925,-2.319221925618411,Brunei
-5547.304480513468,3183.6117785046245,-32.99710172429705,0.20086100731568957,-1.5695862067527848,Bulgaria
-19930.84786115709,-1790.7629418761856,63.21141659964831,3.941762740250129,-2.1168329052863926,Burkina Faso
-20651.14287020934,-1998.236120253784,42.16242495956097,-3.572878398058373,-9.217506272937532,Burundi
-18993.675822752397,-1195.307427031959,-18.64164371578851,22.534354812193335,3.3153673307846745,Cambodia
-18532.066416397276,-1480.0241770297725,56.942120418718666,1.3361406484573581,-2.0404526680773833,Cameroon
40772.91334443949,-8845.914067626967,5.837243102010758,-31.35919613787969,-3.3402349167589778,Canada
-14854.391095995255,-755.9755815750492,-27.907459125405666,3.095522137206849,-12.318665565304658,Cape Verde
-20413.38800667635,-2069.341065135531,96.74365311195089,8.923880423031862,-9.101995750503914,Central African Republic
-19346.308348101444,-1681.3248741288323,88.11793357577585,36.04193211624831,-0.7174717014438319,Chad
1594.9935210060255,1595.8201172525185,-21.425116533823665,-24.128176784879823,6.914455737617963,Chile
-11306.796152430381,877.134686363086,-22.239884177906788,-32.747892379725315,6.850925234060004,China
-9150.29155873374,589.9772330383995,-14.770745009258249,-42.06855066040482,0.8584199320163677,Colombia
-19812.09776657968,-1945.4759675569821,31.22870052115158,7.57583965849881,-15.365204065762759,Comoros
-20693.0386598516,-2179.5396054606317,53.65205742166137,31.79937256774374,9.028381019409656,"Congo, Dem. Rep."
-15711.05319587702,-781.314329414013,-0.6489053361782389,45.37127749958249,32.85119348474206,"Congo, Rep."
-6284.640725820606,615.3405325048769,-28.40070243956991,-22.63628522429977,3.2595870096174346,Costa Rica
-18572.07195964038,-1393.9829206292752,49.75628278650224,31.877773233895773,8.06352283282419,Cote d'Ivoire
2515.8624558992965,1640.6042647838378,-25.404863460894717,-20.39583828603276,-1.8673153564745961,Croatia
24428.431171381857,-1452.8334271638703,-16.991067064802085,-1.3716872399766848,-6.472697189071767,Cyprus
12802.70544043279,2694.7378868684964,-29.890626760775003,12.391621364970744,-2.5434376711829922,Czech Republic
50452.38145902235,-14282.630139813744,1.919588022305123,-7.9793155311959865,4.595074179608311,Denmark
-9554.474092709042,1308.7549645538816,-4.879124962151296,-22.091079431641,-3.4083448843685686,Dominican Republic
-11368.92528727244,680.8135804084127,-16.764580877535092,-22.045551459385894,2.616825910827514,Ecuador
-12413.317179415035,2528.2265167272276,-8.545716067965115,-29.26676791421269,1.963410742866442,Egypt
-14005.881443831931,486.33024583817974,-28.057710950513187,-14.271659761432481,-7.416003052994791,El Salvador
14872.412063035836,8366.20324876609,77.1540003246203,55.76898379988008,17.43617659354957,Equatorial Guinea
-20001.956097758328,-1730.0221498007343,11.587753411971667,-30.105866925231542,-1.6054831075295766,Eritrea
5161.022576511918,2627.170810276822,-39.00334794387619,23.71966394024573,3.5908939950532557,Estonia
-13516.175195546566,41.05021083831425,-33.11310432695836,20.005003360767827,2.4363856868863616,Fiji
39294.56311983622,-8592.020367234376,-1.5010647039686746,-21.360058734422974,-2.1367021867485567,Finland
33340.32297200524,-6514.270076534269,0.3534955051419702,-35.35321482701096,-4.187885796642667,France
-4162.688149373927,1864.1954583960091,26.0173958265332,0.2921778155361789,28.37947360437571,Gabon
-19772.591401550813,-1623.3026651735008,24.820660420760884,3.5050370237080553,-6.047354769007596,Gambia
-14440.727846417045,116.60782757185305,-33.906389037863725,-5.501806920107084,-2.201119932903044,Georgia
36708.231061416394,-4982.187771310649,-0.9662420119534609,-20.18458157479855,-1.9021958862724755,Germany
-18241.334986204405,-1205.2318049719163,20.84141482460589,7.1203397358514415,2.361956306711211,Ghana
17970.4020487321,-2190.449258565236,-10.573296242697703,-36.63960499152796,-8.029282729274154,Greece
-8162.924202630914,-17.89786347237859,-26.89495396076693,-16.32366899715933,-12.853699450866316,Grenada
-14544.582436596387,197.32645691185806,-10.342847520319118,-16.28682060853759,-1.579062020995662,Guatemala
-20055.11087165495,-2008.6543012168634,51.42098909659509,18.024333966461402,3.4368905068854976,Guinea
-19979.15113837065,-1797.894327862762,60.91762273730505,4.515130927464188,-10.10455086106742,Guinea-Bissau
-15032.587202622357,-552.8713895994424,-24.597008088728554,30.99592181770736,-8.278890697200804,Guyana
-19820.292461816844,-1805.9607448275851,144.62131178214167,57.313371213843155,-28.96920364308696,Haiti
3839.9694956185176,3442.5358574389043,-41.42439612196171,33.75580012631649,3.26433183774639,Hungary
